Name,Cognome,score_negativo,score_tendente_negativo,score_neutro,score_tendente_positivo,score_positivo,rank
Antonella,Fiordelisi,0.0,29.0,192.0,97.0,49.0,83.0
Antonino,Spinalbese,15.0,40.0,196.0,71.0,42.0,42.5
Attilio,Romita,0.0,8.0,54.0,44.0,12.0,30.0
Charlie,Gnocchi,0.0,5.0,153.0,83.0,29.0,68.0
Daniele,Dal Moro,1.0,17.0,79.0,82.0,28.0,59.5
Edoardo,Donnamaria,4.0,9.0,110.0,45.0,15.0,29.0
Edoardo,Tavassi,4.0,9.0,110.0,45.0,15.0,29.0
George,Ciupilan,1.0,30.0,175.0,28.0,1.0,-1.0
Luca,Onestini,0.0,80.0,262.0,130.0,49.0,74.0
Luca,Salatino,0.0,80.0,262.0,130.0,49.0,74.0
Luciano,Punzo,7.0,9.0,48.0,9.0,6.0,-1.0
Micol,Incorvaia,5.0,21.0,79.0,34.0,25.0,26.5
Nikita,Pelizon,1.0,141.0,411.0,159.0,63.0,71.0
Oriana,Marzioli,2.0,39.0,129.0,34.0,13.0,8.5
Patrizia,Rossetti,1.0,26.0,67.0,18.0,8.0,3.0
Sarah,Altobelli,0.0,6.0,16.0,2.0,0.0,-2.0
Giaele,De Donà,1.0,9.0,82.0,17.0,14.0,17.0
Wilma,Goich,0.0,18.0,40.0,2.0,3.0,-5.0
